,name,club,rank,category,points,id,link
752,ארנון ברקת,מ. בני הרצליה,753,S50,363.7,6560,/p/6560/ארנון-ברקת
753,אלברט אטלין,הפועל פתח תקווה,754,S50,363.5,1371,/p/1371/אלברט-אטלין
754,סלבה גוט,"מ. טנ""ש ויקטור נתניה",755,S40,361.9,6885,/p/6885/סלבה-גוט
755,לאוניד בונצ'וק,הפועל רמת ישי,756,S50,360.9,1519,/p/1519/לאוניד-בונצ-וק
756,רוני פלד,מכבי גדרה,757,S40,360.7,7360,/p/7360/רוני-פלד
757,עידו פרידמן,עמותת קריית מוצקין,758,C14,360.6,3048,/p/3048/עידו-פרידמן
758,אלכסנדר זולוטובסקי,בית''ר חדרה,759,S60,360.6,1665,/p/1665/אלכסנדר-זולוטובסקי
759,דוד פורמן,הפועל אילת,760,S50,359.7,1343,/p/1343/דוד-פורמן
760,איל סמו,אופק קריית אונו,761,S50,357.9,3831,/p/3831/איל-סמו
761,אלחנן נדלין,מכבי זאב זכרון יעקב,762,S70,357.3,2297,/p/2297/אלחנן-נדלין
762,ליאב כהן,מכבי זאב זכרון יעקב,763,J18,355.9,3947,/p/3947/ליאב-כהן
763,שמעון כהן,מכבי מתנ''ס כפר יונה,764,S50,354.8,2100,/p/2100/שמעון-כהן
764,איתי חיים,הפועל ירושלים,765,J18,354.3,8124,/p/8124/איתי-חיים
765,עמית ראט,טניס שולחן חיפה,766,J17,353.3,7355,/p/7355/עמית-ראט
766,מקסים לישנסקי,מ. בני הרצליה,767,S40,352.2,6558,/p/6558/מקסים-לישנסקי
767,אורן מוסקוביץ,כרמל מרכזי טניס שולחן חיפה,768,C15,351.5,3020,/p/3020/אורן-מוסקוביץ
768,פטר וקסלר,מכבי רמת יצחק רמת גן,769,S,351.4,7531,/p/7531/פטר-וקסלר
769,אליה שאלתיאל,בית''ר באר שבע,770,J17,351.0,7034,/p/7034/אליה-שאלתיאל
770,בוגדן שינקרנקו,הפועל טנ''ש באר שבע,771,S50,350.0,3132,/p/3132/בוגדן-שינקרנקו
771,דמיטרי קזצ'קוב,הפועל יוקנעם,772,S,349.7,8278,/p/8278/דמיטרי-קזצ-קוב
772,אולג פלוטקין,"מ. טנ""ש ויקטור נתניה",773,S40,348.7,2351,/p/2351/אולג-פלוטקין
773,יהונתן גנדל,ללא מועדון,774,J16,347.6,2621,/p/2621/יהונתן-גנדל
774,יונתן ימיני,מכבי תל אביב,775,S50,347.5,8082,/p/8082/יונתן-ימיני
775,יונתן ווליד,מכבי מתנ''ס כפר יונה,776,S,347.4,7680,/p/7680/יונתן-ווליד
776,רון ברגר,מכבי זאב זכרון יעקב,777,S50,347.3,2428,/p/2428/רון-ברגר
777,יונתן בר-זיו,מכבי רחובות,778,C15,346.7,6972,/p/6972/יונתן-בר-זיו
778,רועי לשם,בית''ר ראשון לציון,779,S40,346.2,5209,/p/5209/רועי-לשם
779,איל רייפלר,מכבי רחובות,780,C15,345.6,2924,/p/2924/איל-רייפלר
780,אריאל אליהו,מכבי שהם,781,C14,343.9,7308,/p/7308/אריאל-אליהו
781,אייל בינשטוק,מכבי גדרה,782,S40,343.3,4390,/p/4390/אייל-בינשטוק
782,ולדימיר ברודנר,בית''ר ראשון לציון,783,S60,342.2,2314,/p/2314/ולדימיר-ברודנר
783,דוד נוימן,הפועל טנ''ש באר שבע,784,S60,340.9,2482,/p/2482/דוד-נוימן
784,אלכסנדר וולדרסקי,בית''ר חדרה,785,S,340.6,2430,/p/2430/אלכסנדר-וולדרסקי
785,רמי שלומוב,מ.ק.מתנ''ס קריית גת,786,S50,339.8,2132,/p/2132/רמי-שלומוב
786,אלכסנדר לקרב,הפועל ירושלים,787,S70,338.9,3410,/p/3410/אלכסנדר-לקרב
787,איתי פורת,מ. בני הרצליה,788,S40,338.3,4548,/p/4548/איתי-פורת
788,משה כהן,הפועל ירושלים,789,S50,337.1,3487,/p/3487/משה-כהן
789,יובל פיין,הפועל גליל תחתון,790,S,336.5,4477,/p/4477/יובל-פיין
790,אוסקר קוגוסוב,בית''ר אשדוד,791,S70,336.5,2855,/p/2855/אוסקר-קוגוסוב
791,אנטולי פירוצקי,הפועל חולון,792,S50,335.9,7081,/p/7081/אנטולי-פירוצקי
792,נמרוד הורן,הפועל רמת ישי,793,M12,335.9,4683,/p/4683/נמרוד-הורן
793,ישראל גור-אריה,הפועל רמת ישי,794,S50,335.8,2060,/p/2060/ישראל-גור-אריה
794,זוהר בן ישי,כרמל מרכזי טניס שולחן חיפה,795,C15,334.6,7130,/p/7130/זוהר-בן-ישי
795,ולדימיר ליטבק,הפועל אילת,796,S50,334.5,2390,/p/2390/ולדימיר-ליטבק
796,מנחם מוטעי,הפועל עירוני צפת,797,S50,334.3,1531,/p/1531/מנחם-מוטעי
797,שלומי לכמן,מכבי תל אביב,798,J17,333.3,4791,/p/4791/שלומי-לכמן
798,אורי מלרון,אופק קריית אונו,799,J16,333.0,4624,/p/4624/אורי-מלרון
799,רומאו מיכאלה,כרמל מרכזי טניס שולחן חיפה,800,S50,331.2,2698,/p/2698/רומאו-מיכאלה
800,דניאל ביקרט,עירוני גבעתיים,801,S,329.3,2249,/p/2249/דניאל-ביקרט
801,אדמונד סגל,הפועל תל אביב,802,S60,329.0,1241,/p/1241/אדמונד-סגל
802,פיליפ יקר,הפועל ירושלים,803,S70,328.3,3462,/p/3462/פיליפ-יקר
803,שנון בן-שמעון,הפועל לוד,804,S40,327.0,2996,/p/2996/שנון-בן-שמעון
804,ויאצ'יסלב וינארסקי,הפועל אשקלון,805,S70,326.9,7335,/p/7335/ויאצ-יסלב-וינארסקי
805,דניאל ברזילי,ללא מועדון,806,S40,325.7,1765,/p/1765/דניאל-ברזילי
806,אלכס גרין,בית''ר חדרה,807,S40,324.4,1898,/p/1898/אלכס-גרין
807,אלכסנדר וולוך,מכבי זאב זכרון יעקב,808,S,324.3,1514,/p/1514/אלכסנדר-וולוך
808,אנדריי אלעזרי,טנ''ש 2007 נתניה,809,S40,324.2,2851,/p/2851/אנדריי-אלעזרי
809,אופק אורי,עירוני גבעתיים,810,C14,320.2,4811,/p/4811/אופק-אורי
810,יניב כהן,הפועל ירושלים,811,S50,318.9,3537,/p/3537/יניב-כהן
811,ירון דרורי,הפועל חולון,812,S,318.8,7966,/p/7966/ירון-דרורי
812,אלכסנדר שליפר,עמותת קריית מוצקין,813,S70,318.6,1242,/p/1242/אלכסנדר-שליפר
813,רוני ברקוביץ',הפועל ירושלים,814,S40,316.8,3381,/p/3381/רוני-ברקוביץ
814,דוד אפללו,טניס שולחן חיפה,815,S40,316.7,7639,/p/7639/דוד-אפללו
815,סרגיי גבריאלוב,מכבי גבירול באר שבע,816,S40,315.8,4247,/p/4247/סרגיי-גבריאלוב
816,אבי ויציסלאבסקי,הפועל ארנון רמת גן,817,S70,315.3,1676,/p/1676/אבי-ויציסלאבסקי
817,פנחס רובינשטיין,מכבי ראשל''צ טנ''ש,818,S50,310.1,7181,/p/7181/פנחס-רובינשטיין
818,דניאל זברסקי,מכבי שהם,819,M13,309.6,6679,/p/6679/דניאל-זברסקי
819,רני מעוז,מכבי אבן יהודה,820,C15,308.6,5813,/p/5813/רני-מעוז
820,איליה לוייב,בית''ר באר שבע,821,S40,307.7,4408,/p/4408/איליה-לוייב
821,ודים גסיס,בית''ר חדרה,822,S50,307.5,1319,/p/1319/ודים-גסיס
822,יהודה נניקאשוילי,הפועל אשדוד,823,S50,306.0,4263,/p/4263/יהודה-נניקאשוילי
823,ליאון אינגורן,הפועל לוד,824,S70,305.5,1977,/p/1977/ליאון-אינגורן
824,ערן אורן,מכבי זאב זכרון יעקב,825,S60,305.0,1720,/p/1720/ערן-אורן
825,מאיר אהרון נוימן,הפועל עירוני נוף הגליל,826,S60,304.1,3640,/p/3640/מאיר-אהרון-נוימן
826,רוי בן-עמי,קאנטרי ג' תל אביב,827,E20,303.5,2919,/p/2919/רוי-בן-עמי
827,יניב גוטמן,"מ. טנ""ש ויקטור נתניה",828,S70,302.9,2820,/p/2820/יניב-גוטמן
828,אלכס שקירסקי,מ. בני הרצליה,829,S,302.0,2781,/p/2781/אלכס-שקירסקי
829,ברק שפיר,מ. בני הרצליה,830,S,301.2,7444,/p/7444/ברק-שפיר
830,אנדריי אמצ׳יסלבסקי,עירוני מעלות תרשיחא,831,E21,301.0,7392,/p/7392/אנדריי-אמצ׳יסלבסקי
831,רן דביר,הפועל ירושלים,832,S50,299.8,5747,/p/5747/רן-דביר
832,ירדן שחם,אופק קריית אונו,833,S,297.5,4747,/p/4747/ירדן-שחם
833,אורן שחר,הפועל טנ''ש באר שבע,834,S50,296.4,2436,/p/2436/אורן-שחר
834,מיכה אנהולט,הפועל תל אביב,835,S40,295.5,4714,/p/4714/מיכה-אנהולט
835,ניסים ברוך,בית''ר ראשון לציון,836,S70,295.3,3900,/p/3900/ניסים-ברוך
836,דימטרי  נאומוב,הפועל ירושלים,837,S40,295.3,3456,/p/3456/דימטרי--נאומוב
837,אלכסנדר שטיינברג,מכבי עירוני שדרות,838,S50,291.7,4722,/p/4722/אלכסנדר-שטיינברג
838,יעקב כץ,בית''ר חדרה,839,S70,291.5,1899,/p/1899/יעקב-כץ
839,לירון סנואני,הפועל ירושלים,840,S40,290.8,3393,/p/3393/לירון-סנואני
840,אלכסנדר בורשטיין,הפועל ירושלים,841,S50,290.6,4822,/p/4822/אלכסנדר-בורשטיין
841,יואב בן דוד,הפועל ירושלים,842,S60,290.2,3414,/p/3414/יואב-בן-דוד
842,קובלב יונתן,הפועל ירושלים,843,S60,289.9,3460,/p/3460/קובלב-יונתן
843,קובי שרון,בית''ר ראשון לציון,844,S40,288.9,4355,/p/4355/קובי-שרון
844,ולדימיר גנטוש,הפועל טנ''ש באר שבע,845,S70,288.8,2364,/p/2364/ולדימיר-גנטוש
845,ויקטור רושבה,הפועל בת ים,846,S60,288.6,1419,/p/1419/ויקטור-רושבה
846,אחיה ברזילי,הפועל ירושלים,847,J17,288.5,5678,/p/5678/אחיה-ברזילי
847,דניאל בר זיו,מכבי רחובות,848,M12,288.3,7207,/p/7207/דניאל-בר-זיו
848,קובי קוגן,טניס שולחן חיפה,849,S50,286.8,2251,/p/2251/קובי-קוגן
849,שמעון דניאל,הפועל ירושלים,850,S60,286.8,3401,/p/3401/שמעון-דניאל
850,יבגני ליבסטר,הפועל עירוני נוף הגליל,851,S60,285.0,1516,/p/1516/יבגני-ליבסטר
851,אורי פנירי,בית''ר רמלה,852,S50,284.9,6946,/p/6946/אורי-פנירי
852,רע קרול שחר,מכבי זאב זכרון יעקב,853,B10,284.2,7172,/p/7172/רע-קרול-שחר
853,בן ציון ריידיבוים,הפועל בת ים,854,S70,283.0,1414,/p/1414/בן-ציון-ריידיבוים
854,רומן ירוביצקי,הפועל חיפה,855,S60,282.5,1574,/p/1574/רומן-ירוביצקי
855,טל סיטון,אופק קריית אונו,856,S,282.2,6846,/p/6846/טל-סיטון
856,סנדר נאוסטדט,אופק קריית אונו,857,S40,282.0,7472,/p/7472/סנדר-נאוסטדט
857,ירון בן יצחק,הפועל ירושלים,858,S50,280.6,3430,/p/3430/ירון-בן-יצחק
858,אלכסנדר קניס,עמותת קריית מוצקין,859,S40,280.3,2312,/p/2312/אלכסנדר-קניס
859,אלון מרקו,ללא מועדון,860,M13,279.6,5604,/p/5604/אלון-מרקו
860,יהודה לוי,הפועל ירושלים,861,S50,279.3,3433,/p/3433/יהודה-לוי
861,עוזי שמעיה,הפועל ירושלים,862,S40,279.2,3466,/p/3466/עוזי-שמעיה
862,רועי לבנון,הפועל רמת ישי,863,C14,279.0,5898,/p/5898/רועי-לבנון
863,גרגורי פוליאנסקי,הפועל טנ''ש באר שבע,864,S60,277.1,2053,/p/2053/גרגורי-פוליאנסקי
864,ליאוניד לנגר,הישגי כרמיאל,865,S60,277.0,4800,/p/4800/ליאוניד-לנגר
865,אלכסנדר אבל,מכבי עירוני שדרות,866,S60,276.5,1740,/p/1740/אלכסנדר-אבל
866,יצחק אהרוני,הפועל ירושלים,867,S60,275.5,3526,/p/3526/יצחק-אהרוני
867,ירוסלב מלכוב,הפועל בת ים,868,S40,274.7,5780,/p/5780/ירוסלב-מלכוב
868,דניאל לוי,הפועל חולון,869,S50,274.6,7964,/p/7964/דניאל-לוי
869,יואב רוזנטל,מכבי רחובות,870,S40,274.5,7208,/p/7208/יואב-רוזנטל
870,יובל קיסר,הפועל ירושלים,871,S50,272.0,3712,/p/3712/יובל-קיסר
871,אנטולי רזומוביץ,הפועל בת ים,872,S40,271.5,5948,/p/5948/אנטולי-רזומוביץ
872,רז כהן,הפועל ירושלים,873,S,271.0,4092,/p/4092/רז-כהן
873,גיל שטיין,מכבי גדרה,874,S50,270.7,8530,/p/8530/גיל-שטיין
874,דביר כהן,הפועל ירושלים,875,S,270.4,7232,/p/7232/דביר-כהן
875,ניר שקד,"מ. טנ""ש ויקטור נתניה",876,S50,269.9,3911,/p/3911/ניר-שקד
876,קורן דוידוביץ,הפועל רמת ישי,877,M13,269.8,4278,/p/4278/קורן-דוידוביץ
877,יוני שמסיאן,הפועל ירושלים,878,S40,269.4,6316,/p/6316/יוני-שמסיאן
878,ליאור נחום,הפועל ירושלים,879,S40,269.1,3413,/p/3413/ליאור-נחום
879,דוד גיטלין,הפועל ירושלים,880,S40,269.0,3890,/p/3890/דוד-גיטלין
880,אולג גולינקר,"מ. טנ""ש ויקטור נתניה",881,S40,267.5,1690,/p/1690/אולג-גולינקר
881,שליו עומסי,מכבי רחובות,882,C15,267.4,7142,/p/7142/שליו-עומסי
882,אהוד ישראלי,הפועל ירושלים,883,S50,265.8,3380,/p/3380/אהוד-ישראלי
883,רוביו אפרתי,ללא מועדון,884,S,265.7,1930,/p/1930/רוביו-אפרתי
884,אברהם שמאי,אליצור קריית אתא,885,S60,265.3,1232,/p/1232/אברהם-שמאי
885,יבגני בלכר,הישגי כרמיאל,886,S40,265.2,1600,/p/1600/יבגני-בלכר
886,עומר בניה,מכבי גדרה,887,M13,264.0,7204,/p/7204/עומר-בניה
887,יריב דודיין,הפועל ירושלים,888,S40,264.0,3415,/p/3415/יריב-דודיין
888,גדעון מזרחי,הפועל ירושלים,889,S70,263.8,3387,/p/3387/גדעון-מזרחי
889,שמעון אלפסי,הפועל אשדוד,890,S50,263.4,4264,/p/4264/שמעון-אלפסי
890,יואב אזרד,הפועל גליל תחתון,891,J16,263.4,3163,/p/3163/יואב-אזרד
891,מרדכי הרש,מועדון טניס שולחן עפולה,892,S60,263.3,7476,/p/7476/מרדכי-הרש
892,בני ברוכים,הפועל ירושלים,893,S50,262.2,3918,/p/3918/בני-ברוכים
893,גורדון דודי,הפועל ירושלים,894,S40,261.1,3527,/p/3527/גורדון-דודי
894,דרור הלוי,הפועל ירושלים,895,S50,261.0,3478,/p/3478/דרור-הלוי
895,יעקב מזרחי,הפועל ירושלים,896,S50,260.8,3465,/p/3465/יעקב-מזרחי
896,רני בורוק,עירוני גבעתיים,897,B11,259.9,6949,/p/6949/רני-בורוק
897,אדוארד מיסיחייב,מכבי דימונה,898,S,259.8,4511,/p/4511/אדוארד-מיסיחייב
898,אורי אפט,מכבי גדרה,899,S,259.2,2004,/p/2004/אורי-אפט
899,ליאור רובין,מכבי תל אביב,900,S,258.0,2181,/p/2181/ליאור-רובין
900,דביר תורג’מן,מכבי זאב זכרון יעקב,901,C15,255.9,7698,/p/7698/דביר-תורג’מן
901,דור בן שלום הירש,בית''ר ראשון לציון,902,M12,255.7,7309,/p/7309/דור-בן-שלום-הירש
902,גיל סתתי,הפועל עירוני נוף הגליל,903,S60,255.6,2148,/p/2148/גיל-סתתי
903,אלכסנדר פרנקל,הישגי כרמיאל,904,S50,255.3,2340,/p/2340/אלכסנדר-פרנקל
904,תמיר גפן,ללא מועדון,905,C15,254.3,6182,/p/6182/תמיר-גפן
905,מג'ד פדעוס,הפועל מתנ''ס בקה אל גרבייה,906,S,254.2,1504,/p/1504/מג-ד-פדעוס
906,בוריס סגל,"מ. טנ""ש ויקטור נתניה",907,S50,254.0,2490,/p/2490/בוריס-סגל
907,אדם שורץ,מכבי זאב זכרון יעקב,908,S60,253.8,6478,/p/6478/אדם-שורץ
908,אלברטו אולצ'ובסקי,מכבי זאב זכרון יעקב,909,S60,253.8,1724,/p/1724/אלברטו-אולצ-ובסקי
909,בן ציון בן אור,הפועל ירושלים,910,S60,253.4,3432,/p/3432/בן-ציון-בן-אור
910,אלדד ברגר,ללא מועדון,911,E20,253.1,2690,/p/2690/אלדד-ברגר
911,גבריאל מולוקנדוב,ללא מועדון,912,J16,252.9,4808,/p/4808/גבריאל-מולוקנדוב
912,מיכאל בלנקי,בית''ר באר שבע,913,S60,252.7,2222,/p/2222/מיכאל-בלנקי
913,רפי חסון,הפועל ירושלים,914,S60,252.5,3535,/p/3535/רפי-חסון
914,שאול פרל,הפועל ירושלים,915,S60,252.4,3491,/p/3491/שאול-פרל
915,אלכסיי רוייטמן,הפועל טנ''ש באר שבע,916,S40,252.2,3133,/p/3133/אלכסיי-רוייטמן
916,עדי גרוס,מכבי גדרה,917,S40,250.6,2368,/p/2368/עדי-גרוס
917,אדוארד שימונוב,מכבי דימונה,918,S40,250.6,4515,/p/4515/אדוארד-שימונוב
918,יגאל אהרוני,הפועל אילת,919,S50,250.2,6052,/p/6052/יגאל-אהרוני
919,חיים דיין,הפועל ירושלים,920,S70,249.8,3409,/p/3409/חיים-דיין
920,רותם קימחי,הפועל ירושלים,921,S,249.7,4554,/p/4554/רותם-קימחי
921,יובל נוימן,עירוני גבעתיים,922,B11,248.5,6931,/p/6931/יובל-נוימן
922,גיא שניאור,הפועל ירושלים,923,S40,247.9,3457,/p/3457/גיא-שניאור
923,נחום דוד,הפועל ירושלים,924,S40,247.8,3609,/p/3609/נחום-דוד
924,אלכסנדר טוצ'ילקין,הפועל ירושלים,925,S40,247.5,4593,/p/4593/אלכסנדר-טוצ-ילקין
925,אריק רובן,הפועל בת ים,926,M12,246.0,6254,/p/6254/אריק-רובן
926,רואי איציק,בית''ר ראשון לציון,927,C14,244.4,7029,/p/7029/רואי-איציק
927,דיאני נועם,הפועל ירושלים,928,S50,243.4,3480,/p/3480/דיאני-נועם
928,סמואל יוחנן,מועדון ספורט מעלה אדומים,929,S40,242.9,3520,/p/3520/סמואל-יוחנן
929,לואי אלקתנאני,בית''ר באר שבע,930,S,242.7,3159,/p/3159/לואי-אלקתנאני
930,איתי דינקביץ,מ. בני הרצליה,931,C14,242.5,7173,/p/7173/איתי-דינקביץ
931,דני סלוצקי,מכבי רחובות,932,S40,241.8,6819,/p/6819/דני-סלוצקי
932,עילאי סרף,טנ''ש 2007 נתניה,933,C14,241.8,7546,/p/7546/עילאי-סרף
933,ירון ארגז,הפועל ירושלים,934,S50,241.6,3521,/p/3521/ירון-ארגז
934,תמיר חזות,ללא מועדון,935,J16,241.0,5500,/p/5500/תמיר-חזות
935,אורי שטרנברג,הפועל ירושלים,936,S70,240.9,3412,/p/3412/אורי-שטרנברג
936,מארק וולבובסקי,מועדון טניס שולחן עפולה,937,S50,240.6,7495,/p/7495/מארק-וולבובסקי
937,טאו מורנו,הפועל מבואות חרמון,938,M13,240.4,6840,/p/6840/טאו-מורנו
938,יצחק עמרם,הפועל ירושלים,939,S60,239.4,3446,/p/3446/יצחק-עמרם
939,מיכאל חסקלסקי,"מ. טנ""ש ויקטור נתניה",940,S40,239.3,3197,/p/3197/מיכאל-חסקלסקי
940,סטניסלב צרקסקי,כרמל מרכזי טניס שולחן חיפה,941,S40,237.6,2410,/p/2410/סטניסלב-צרקסקי
941,תומר כהן,אופק קריית אונו,942,S50,236.9,6825,/p/6825/תומר-כהן
942,רום רחמים,הפועל באר טוביה,943,M13,236.8,7215,/p/7215/רום-רחמים
943,יוסי מזרחי,הפועל ירושלים,944,S40,236.8,3923,/p/3923/יוסי-מזרחי
944,אורן אילוז,הפועל ירושלים,945,S,236.0,1768,/p/1768/אורן-אילוז
945,יואב מליח,הפועל ירושלים,946,S60,235.9,3428,/p/3428/יואב-מליח
946,כוכבה ישי,הפועל ירושלים,947,S60,235.3,3613,/p/3613/כוכבה-ישי
947,משה זוהר,מועדון ספורט מעלה אדומים,948,S50,235.2,3573,/p/3573/משה-זוהר
948,אבירם רייכר,מכבי תל אביב,949,S,234.4,6879,/p/6879/אבירם-רייכר
949,מוטי דודי,הפועל ירושלים,950,S50,234.0,3589,/p/3589/מוטי-דודי
950,אליאור פולישצ'וק,הפועל בת ים,951,J17,233.7,7420,/p/7420/אליאור-פולישצ-וק
951,ארקדי ברבר,ללא מועדון,952,S70,233.5,1377,/p/1377/ארקדי-ברבר
952,ודים ריבק,כרמל מרכזי טניס שולחן חיפה,953,S50,230.9,2256,/p/2256/ודים-ריבק
953,אולג בוצ'קובסקי,הפועל אשקלון,954,S,230.0,6980,/p/6980/אולג-בוצ-קובסקי
954,רנאט גרמנוביץ,כרמל מרכזי טניס שולחן חיפה,955,C15,229.9,6491,/p/6491/רנאט-גרמנוביץ
955,מוטי דרובלס,הפועל ירושלים,956,S60,229.5,3857,/p/3857/מוטי-דרובלס
956,אביה חיון,מועדון ספורט מעלה אדומים,957,S,227.7,3570,/p/3570/אביה-חיון
957,לב זבורובסקי,מכבי ראשל''צ טנ''ש,958,S50,227.4,4164,/p/4164/לב-זבורובסקי
958,אריה הלפרין,הישגי כרמיאל,959,S40,227.2,2337,/p/2337/אריה-הלפרין
959,איילון עמי,הפועל ירושלים,960,S40,227.0,3554,/p/3554/איילון-עמי
960,איתן בן-עמי,הפועל ירושלים,961,S50,226.8,3539,/p/3539/איתן-בן-עמי
961,רון אבני,ללא מועדון,962,J16,225.8,4341,/p/4341/רון-אבני
962,משה אטיאס,הפועל ירושלים,963,S50,225.5,3489,/p/3489/משה-אטיאס
963,מקסים שלמן,"מ. טנ""ש ויקטור נתניה",964,J16,225.3,2689,/p/2689/מקסים-שלמן
964,אורי אליזם,ללא מועדון,965,C14,224.3,7545,/p/7545/אורי-אליזם
965,גרגורי טלמן,הפועל חיפה,966,S60,224.2,1562,/p/1562/גרגורי-טלמן
966,סער בן צבי,טנ''ש 2007 נתניה,967,S40,223.5,4600,/p/4600/סער-בן-צבי
967,ליאור וילנר,מ. בני הרצליה,968,J16,223.1,7249,/p/7249/ליאור-וילנר
968,עמרי אוסטריונג,הפועל טנ''ש באר שבע,969,S,222.9,3790,/p/3790/עמרי-אוסטריונג
969,דוד ניר,הפועל ירושלים,970,S40,222.4,3604,/p/3604/דוד-ניר
970,מנדל ניימן,הפועל טנ''ש באר שבע,971,S70,220.0,2363,/p/2363/מנדל-ניימן
971,דוד אולשבסקי,הפועל ירושלים,972,S70,219.8,4536,/p/4536/דוד-אולשבסקי
972,אדוארד פישקו,הפועל תל אביב,973,S50,218.8,4012,/p/4012/אדוארד-פישקו
973,נוריאל ליאור,מועדון ספורט מעלה אדומים,974,S40,218.4,3571,/p/3571/נוריאל-ליאור
974,פליקס פלייש,בית''ר ראשון לציון,975,S60,218.0,3116,/p/3116/פליקס-פלייש
975,רונאל חרמץ,הפועל ירושלים,976,S50,217.5,3627,/p/3627/רונאל-חרמץ
976,אורן שם טוב,הפועל ירושלים,977,S40,217.4,3490,/p/3490/אורן-שם-טוב
977,שי מיכאלי,ללא מועדון,978,E19,217.0,2843,/p/2843/שי-מיכאלי
978,אייל קנה,הפועל ירושלים,979,S60,216.8,3411,/p/3411/אייל-קנה
979,אלחנן ארז,הפועל ירושלים,980,S40,216.2,3482,/p/3482/אלחנן-ארז
980,ניסים ביבי,הפועל ירושלים,981,S60,215.8,3538,/p/3538/ניסים-ביבי
981,זיו גלזר,מכבי מתנ''ס כפר יונה,982,S,215.5,2869,/p/2869/זיו-גלזר
982,יאיר הירס,הפועל ירושלים,983,S40,215.4,3434,/p/3434/יאיר-הירס
983,יהודה חמו,הפועל ירושלים,984,S70,214.4,3400,/p/3400/יהודה-חמו
984,עבדאלכרים קורד,הפועל ירושלים,985,S50,214.2,3860,/p/3860/עבדאלכרים-קורד
985,חנניה היזמי,הפועל ירושלים,986,S60,214.0,4602,/p/4602/חנניה-היזמי
986,ולרי טוצ'ילקין,הפועל ירושלים,987,S40,213.0,4594,/p/4594/ולרי-טוצ-ילקין
987,דן היימן,מ. בני הרצליה,988,S60,212.4,8074,/p/8074/דן-היימן
988,אדאורד רוזנטל,הפועל ירושלים,989,S50,212.0,3408,/p/3408/אדאורד-רוזנטל
989,דימטרי מוסטובוי,מועדון ספורט מעלה אדומים,990,S50,211.5,307,/p/307/דימטרי-מוסטובוי
990,אור מצר,ללא מועדון,991,J17,211.2,4561,/p/4561/אור-מצר
991,אילן בכר,הפועל ירושלים,992,S50,210.9,3567,/p/3567/אילן-בכר
992,דניס מולוקנוב,ללא מועדון,993,S40,210.8,6485,/p/6485/דניס-מולוקנוב
993,סאפר ישועה,הפועל ירושלים,994,S60,210.7,3448,/p/3448/סאפר-ישועה
994,סלבה קושניר,הפועל ירושלים,995,S50,210.5,4121,/p/4121/סלבה-קושניר
995,איציק סנדרוסי,הפועל ירושלים,996,S50,210.4,3618,/p/3618/איציק-סנדרוסי
996,מיכאל אזורב,מועדון ספורט מעלה אדומים,997,S60,210.0,3545,/p/3545/מיכאל-אזורב
997,איתי רייך,מ. בני הרצליה,998,M13,208.9,7644,/p/7644/איתי-רייך
998,דניאל ירמיהו,הפועל ירושלים,999,S70,208.8,3464,/p/3464/דניאל-ירמיהו
999,שרון אהוד,מועדון ספורט מעלה אדומים,1000,S50,208.8,3436,/p/3436/שרון-אהוד
